operating_country,channel_name,pmi_product_family,brand_tier,weeks,corr_price_volume,corr_price_netrev
Japan,Key Accounts,Heated Tobacco,Premium,3,NA,NA
Japan,Key Accounts,Heated Tobacco,Value,9,NA,NA
Japan,Key Accounts,Oral Nicotine,Core,9,NA,NA
Japan,Key Accounts,Oral Nicotine,Premium,3,NA,NA
Japan,Key Accounts,Oral Nicotine,Value,7,NA,NA
Japan,Retail,Heated Tobacco,Core,7,NA,NA
Japan,Retail,Heated Tobacco,Premium,6,NA,NA
Japan,Retail,Heated Tobacco,Value,8,NA,NA
Japan,Retail,Oral Nicotine,Premium,5,NA,NA
Japan,Retail,Oral Nicotine,Value,9,NA,NA
Jordan,E-Commerce,Cigarettes,Premium,2,NA,NA
Jordan,E-Commerce,Cigarettes,Value,1,NA,NA
Jordan,E-Commerce,Oral Nicotine,Premium,2,NA,NA
Jordan,E-Commerce,Oral Nicotine,Value,1,NA,NA
Jordan,Key Accounts,Cigarettes,Core,1,NA,NA
Jordan,Key Accounts,Cigarettes,Premium,1,NA,NA
Jordan,Key Accounts,Cigarettes,Value,4,NA,NA
Jordan,Key Accounts,Heated Tobacco,Core,1,NA,NA
Jordan,Retail,Cigarettes,Core,6,NA,NA
Jordan,Retail,Cigarettes,Premium,2,NA,NA
Jordan,Retail,Cigarettes,Value,4,NA,NA
Jordan,Retail,Heated Tobacco,Core,2,NA,NA
Jordan,Retail,Heated Tobacco,Premium,1,NA,NA
Jordan,Retail,Heated Tobacco,Value,1,NA,NA
Jordan,Retail,Oral Nicotine,Core,2,NA,NA
Jordan,Retail,Oral Nicotine,Premium,1,NA,NA
Jordan,Retail,Oral Nicotine,Value,1,NA,NA
Kazakhstan,E-Commerce,Cigarettes,Premium,1,NA,NA
Kazakhstan,E-Commerce,Cigarettes,Value,7,NA,NA
Kazakhstan,E-Commerce,Heated Tobacco,Value,1,NA,NA
Kazakhstan,E-Commerce,Oral Nicotine,Premium,3,NA,NA
Kazakhstan,E-Commerce,Oral Nicotine,Value,1,NA,NA
Kazakhstan,Key Accounts,Cigarettes,Core,4,NA,NA
Kazakhstan,Key Accounts,Cigarettes,Premium,5,NA,NA
Kazakhstan,Key Accounts,Cigarettes,Value,4,NA,NA
Kazakhstan,Key Accounts,Heated Tobacco,Core,2,NA,NA
Kazakhstan,Key Accounts,Heated Tobacco,Premium,2,NA,NA
Kazakhstan,Key Accounts,Heated Tobacco,Value,2,NA,NA
Kazakhstan,Key Accounts,Oral Nicotine,Core,2,NA,NA
Kazakhstan,Key Accounts,Oral Nicotine,Premium,1,NA,NA
Kazakhstan,Key Accounts,Oral Nicotine,Value,2,NA,NA
Kazakhstan,Retail,Cigarettes,Core,9,NA,NA
Kazakhstan,Retail,Cigarettes,Value,9,NA,NA
Kazakhstan,Retail,Heated Tobacco,Core,5,NA,NA
Kazakhstan,Retail,Heated Tobacco,Premium,4,NA,NA
Kazakhstan,Retail,Heated Tobacco,Value,2,NA,NA
Kazakhstan,Retail,Oral Nicotine,Premium,3,NA,NA
Kenya,E-Commerce,Cigarettes,Core,4,NA,NA
Kenya,E-Commerce,Cigarettes,Premium,7,NA,NA
Kenya,E-Commerce,Cigarettes,Value,5,NA,NA
Kenya,E-Commerce,Heated Tobacco,Premium,3,NA,NA
Kenya,Key Accounts,Cigarettes,Core,7,NA,NA
Kenya,Key Accounts,Cigarettes,Premium,8,NA,NA
Kenya,Key Accounts,Cigarettes,Value,4,NA,NA
Kenya,Key Accounts,Heated Tobacco,Value,2,NA,NA
Kenya,Key Accounts,Oral Nicotine,Value,1,NA,NA
Kenya,Retail,Cigarettes,Core,9,NA,NA
Kenya,Retail,Cigarettes,Premium,6,NA,NA
Kenya,Retail,Heated Tobacco,Core,6,NA,NA
Kenya,Retail,Heated Tobacco,Premium,2,NA,NA
Kenya,Retail,Heated Tobacco,Value,2,NA,NA
Kenya,Retail,Oral Nicotine,Core,4,NA,NA
Kenya,Retail,Oral Nicotine,Premium,2,NA,NA
Kenya,Retail,Oral Nicotine,Value,2,NA,NA
Kyrgyzstan,E-Commerce,Cigarettes,Core,3,NA,NA
Kyrgyzstan,E-Commerce,Cigarettes,Premium,2,NA,NA
Kyrgyzstan,E-Commerce,Cigarettes,Value,2,NA,NA
Kyrgyzstan,E-Commerce,Heated Tobacco,Core,2,NA,NA
Kyrgyzstan,E-Commerce,Oral Nicotine,Core,1,NA,NA
Kyrgyzstan,E-Commerce,Oral Nicotine,Premium,1,NA,NA
Kyrgyzstan,E-Commerce,Oral Nicotine,Value,1,NA,NA
Kyrgyzstan,Key Accounts,Cigarettes,Premium,2,NA,NA
Kyrgyzstan,Key Accounts,Cigarettes,Value,1,NA,NA
Kyrgyzstan,Retail,Cigarettes,Core,5,NA,NA
Kyrgyzstan,Retail,Cigarettes,Premium,2,NA,NA
Kyrgyzstan,Retail,Cigarettes,Value,8,NA,NA
Kyrgyzstan,Retail,Heated Tobacco,Value,1,NA,NA
Kyrgyzstan,Retail,Oral Nicotine,Value,1,NA,NA
Lebanon,E-Commerce,Cigarettes,Premium,1,NA,NA
Lebanon,E-Commerce,Oral Nicotine,Premium,2,NA,NA
Lebanon,Key Accounts,Heated Tobacco,Premium,1,NA,NA
Lebanon,Key Accounts,Oral Nicotine,Premium,1,NA,NA
Lebanon,Retail,Cigarettes,Core,1,NA,NA
Lebanon,Retail,Cigarettes,Premium,1,NA,NA
Lebanon,Retail,Cigarettes,Value,1,NA,NA
Lebanon,Retail,Heated Tobacco,Core,2,NA,NA
Lebanon,Retail,Oral Nicotine,Core,1,NA,NA
Lebanon,Retail,Oral Nicotine,Premium,1,NA,NA
Lesotho,Key Accounts,Cigarettes,Core,1,NA,NA
Lesotho,Key Accounts,Heated Tobacco,Core,1,NA,NA
Lesotho,Key Accounts,Heated Tobacco,Value,3,NA,NA
Liberia,E-Commerce,Cigarettes,Premium,2,NA,NA
Liberia,E-Commerce,Cigarettes,Value,1,NA,NA
Liberia,E-Commerce,Heated Tobacco,Premium,1,NA,NA
Liberia,E-Commerce,Oral Nicotine,Core,2,NA,NA
Liberia,Key Accounts,Cigarettes,Core,2,NA,NA
Liberia,Key Accounts,Cigarettes,Premium,1,NA,NA
Liberia,Key Accounts,Cigarettes,Value,1,NA,NA
Liberia,Key Accounts,Heated Tobacco,Value,1,NA,NA
Liberia,Key Accounts,Oral Nicotine,Value,1,NA,NA
Liberia,Retail,Cigarettes,Premium,1,NA,NA
Liberia,Retail,Heated Tobacco,Core,1,NA,NA
Libya,E-Commerce,Cigarettes,Core,1,NA,NA
Libya,E-Commerce,Cigarettes,Premium,1,NA,NA
Libya,E-Commerce,Cigarettes,Value,2,NA,NA
Libya,E-Commerce,Heated Tobacco,Premium,1,NA,NA
Libya,Key Accounts,Cigarettes,Core,3,NA,NA
Libya,Key Accounts,Cigarettes,Value,4,NA,NA
Libya,Key Accounts,Heated Tobacco,Premium,1,NA,NA
Libya,Key Accounts,Heated Tobacco,Value,1,NA,NA
Libya,Key Accounts,Oral Nicotine,Core,1,NA,NA
Libya,Key Accounts,Oral Nicotine,Value,2,NA,NA
Libya,Retail,Cigarettes,Core,4,NA,NA
Libya,Retail,Cigarettes,Premium,3,NA,NA
Libya,Retail,Cigarettes,Value,2,NA,NA
Libya,Retail,Heated Tobacco,Value,3,NA,NA
Libya,Retail,Oral Nicotine,Core,2,NA,NA
Libya,Retail,Oral Nicotine,Premium,1,NA,NA
Lithuania,E-Commerce,Cigarettes,Core,1,NA,NA
Lithuania,E-Commerce,Cigarettes,Value,1,NA,NA
Lithuania,E-Commerce,Heated Tobacco,Premium,1,NA,NA
Lithuania,E-Commerce,Oral Nicotine,Core,1,NA,NA
Lithuania,Key Accounts,Cigarettes,Core,1,NA,NA
Lithuania,Key Accounts,Cigarettes,Premium,3,NA,NA
Lithuania,Key Accounts,Cigarettes,Value,3,NA,NA
Lithuania,Key Accounts,Heated Tobacco,Core,1,NA,NA
Lithuania,Key Accounts,Heated Tobacco,Premium,2,NA,NA
Lithuania,Key Accounts,Heated Tobacco,Value,2,NA,NA
Lithuania,Key Accounts,Oral Nicotine,Core,1,NA,NA
Lithuania,Key Accounts,Oral Nicotine,Premium,1,NA,NA
Lithuania,Key Accounts,Oral Nicotine,Value,3,NA,NA
Lithuania,Retail,Cigarettes,Core,2,NA,NA
Lithuania,Retail,Cigarettes,Premium,7,NA,NA
Lithuania,Retail,Cigarettes,Value,5,NA,NA
Lithuania,Retail,Heated Tobacco,Core,2,NA,NA
Lithuania,Retail,Heated Tobacco,Value,2,NA,NA
Lithuania,Retail,Oral Nicotine,Core,1,NA,NA
Lithuania,Retail,Oral Nicotine,Premium,1,NA,NA
Lithuania,Retail,Oral Nicotine,Value,2,NA,NA
Macedonia,E-Commerce,Cigarettes,Value,1,NA,NA
Macedonia,Retail,Cigarettes,Core,2,NA,NA
Macedonia,Retail,Oral Nicotine,Core,1,NA,NA
Madagascar,E-Commerce,Cigarettes,Core,2,NA,NA
Madagascar,E-Commerce,Cigarettes,Premium,2,NA,NA
Madagascar,E-Commerce,Cigarettes,Value,1,NA,NA
Madagascar,E-Commerce,Heated Tobacco,Core,2,NA,NA
Madagascar,E-Commerce,Heated Tobacco,Premium,1,NA,NA
Madagascar,E-Commerce,Heated Tobacco,Value,1,NA,NA
Madagascar,E-Commerce,Oral Nicotine,Core,1,NA,NA
Madagascar,Key Accounts,Cigarettes,Core,2,NA,NA
Madagascar,Key Accounts,Cigarettes,Premium,2,NA,NA
Madagascar,Key Accounts,Cigarettes,Value,5,NA,NA
Madagascar,Key Accounts,Heated Tobacco,Core,2,NA,NA
Madagascar,Key Accounts,Heated Tobacco,Premium,2,NA,NA
Madagascar,Key Accounts,Heated Tobacco,Value,1,NA,NA
Madagascar,Key Accounts,Oral Nicotine,Value,3,NA,NA
Madagascar,Retail,Cigarettes,Core,5,NA,NA
Madagascar,Retail,Cigarettes,Premium,5,NA,NA
Madagascar,Retail,Cigarettes,Value,5,NA,NA
Madagascar,Retail,Heated Tobacco,Core,3,NA,NA
Madagascar,Retail,Oral Nicotine,Core,1,NA,NA
Madagascar,Retail,Oral Nicotine,Premium,1,NA,NA
Madagascar,Retail,Oral Nicotine,Value,3,NA,NA
Malaysia,E-Commerce,Cigarettes,Core,7,NA,NA
Malaysia,E-Commerce,Cigarettes,Premium,3,NA,NA
Malaysia,E-Commerce,Cigarettes,Value,6,NA,NA
Malaysia,E-Commerce,Heated Tobacco,Core,5,NA,NA
Malaysia,E-Commerce,Heated Tobacco,Premium,5,NA,NA
Malaysia,E-Commerce,Oral Nicotine,Core,1,NA,NA
Malaysia,E-Commerce,Oral Nicotine,Premium,1,NA,NA
Malaysia,E-Commerce,Oral Nicotine,Value,1,NA,NA
Malaysia,Key Accounts,Cigarettes,Core,8,NA,NA
Malaysia,Key Accounts,Cigarettes,Premium,9,NA,NA
Malaysia,Key Accounts,Cigarettes,Value,4,NA,NA
Malaysia,Key Accounts,Heated Tobacco,Core,4,NA,NA
Malaysia,Key Accounts,Heated Tobacco,Premium,5,NA,NA
Malaysia,Key Accounts,Heated Tobacco,Value,6,NA,NA
Malaysia,Key Accounts,Oral Nicotine,Premium,5,NA,NA
Malaysia,Key Accounts,Oral Nicotine,Value,5,NA,NA
Malaysia,Retail,Cigarettes,Core,8,NA,NA
Malaysia,Retail,Heated Tobacco,Core,6,NA,NA
Malaysia,Retail,Heated Tobacco,Premium,8,NA,NA
Malaysia,Retail,Heated Tobacco,Value,7,NA,NA
Malaysia,Retail,Oral Nicotine,Premium,3,NA,NA
Malaysia,Retail,Oral Nicotine,Value,7,NA,NA
Mali,E-Commerce,Cigarettes,Core,3,NA,NA
Mali,E-Commerce,Cigarettes,Premium,1,NA,NA
Mali,E-Commerce,Heated Tobacco,Premium,1,NA,NA
Mali,E-Commerce,Oral Nicotine,Core,1,NA,NA
Mali,E-Commerce,Oral Nicotine,Value,1,NA,NA
Mali,Key Accounts,Cigarettes,Core,3,NA,NA
Mali,Key Accounts,Cigarettes,Value,1,NA,NA
Mali,Key Accounts,Heated Tobacco,Core,1,NA,NA
Mali,Key Accounts,Heated Tobacco,Value,1,NA,NA
Mali,Key Accounts,Oral Nicotine,Premium,2,NA,NA
Mali,Retail,Cigarettes,Core,5,NA,NA
Mali,Retail,Cigarettes,Premium,2,NA,NA
Mali,Retail,Cigarettes,Value,7,NA,NA
Mali,Retail,Heated Tobacco,Core,1,NA,NA
Mali,Retail,Heated Tobacco,Premium,3,NA,NA
Mali,Retail,Heated Tobacco,Value,1,NA,NA
Mali,Retail,Oral Nicotine,Core,2,NA,NA
Martinique,E-Commerce,Cigarettes,Core,1,NA,NA
Martinique,E-Commerce,Cigarettes,Premium,1,NA,NA
Martinique,Key Accounts,Cigarettes,Core,1,NA,NA
Martinique,Key Accounts,Cigarettes,Premium,1,NA,NA
Martinique,Key Accounts,Oral Nicotine,Core,1,NA,NA
Martinique,Key Accounts,Oral Nicotine,Value,1,NA,NA
Martinique,Retail,Cigarettes,Core,6,NA,NA
Martinique,Retail,Cigarettes,Premium,3,NA,NA
Martinique,Retail,Cigarettes,Value,2,NA,NA
Martinique,Retail,Heated Tobacco,Premium,1,NA,NA
Martinique,Retail,Heated Tobacco,Value,1,NA,NA
Martinique,Retail,Oral Nicotine,Value,1,NA,NA
Mauritania,E-Commerce,Cigarettes,Core,1,NA,NA
Mauritania,E-Commerce,Heated Tobacco,Core,1,NA,NA
Mauritania,Key Accounts,Oral Nicotine,Core,1,NA,NA
Mauritania,Retail,Cigarettes,Core,1,NA,NA
Mauritania,Retail,Cigarettes,Premium,1,NA,NA
Mauritania,Retail,Cigarettes,Value,3,NA,NA
Mauritania,Retail,Heated Tobacco,Core,1,NA,NA
Moldova,E-Commerce,Cigarettes,Core,2,NA,NA
Moldova,E-Commerce,Cigarettes,Premium,3,NA,NA
Moldova,E-Commerce,Cigarettes,Value,1,NA,NA
Moldova,E-Commerce,Heated Tobacco,Premium,1,NA,NA
Moldova,E-Commerce,Oral Nicotine,Premium,2,NA,NA
Moldova,Key Accounts,Cigarettes,Core,4,NA,NA
Moldova,Key Accounts,Cigarettes,Premium,1,NA,NA
Moldova,Key Accounts,Cigarettes,Value,1,NA,NA
Moldova,Key Accounts,Heated Tobacco,Premium,1,NA,NA
Moldova,Key Accounts,Oral Nicotine,Premium,1,NA,NA
Moldova,Key Accounts,Oral Nicotine,Value,1,NA,NA
Moldova,Retail,Cigarettes,Core,3,NA,NA
Moldova,Retail,Cigarettes,Premium,3,NA,NA
Moldova,Retail,Cigarettes,Value,3,NA,NA
Moldova,Retail,Heated Tobacco,Core,2,NA,NA
Moldova,Retail,Heated Tobacco,Premium,3,NA,NA
Moldova,Retail,Heated Tobacco,Value,2,NA,NA
Moldova,Retail,Oral Nicotine,Premium,1,NA,NA
Mongolia,E-Commerce,Cigarettes,Core,1,NA,NA
Mongolia,E-Commerce,Cigarettes,Premium,2,NA,NA
Mongolia,E-Commerce,Cigarettes,Value,1,NA,NA
Mongolia,Key Accounts,Cigarettes,Core,3,NA,NA
Mongolia,Key Accounts,Cigarettes,Premium,4,NA,NA
Mongolia,Key Accounts,Cigarettes,Value,2,NA,NA
Mongolia,Key Accounts,Heated Tobacco,Core,1,NA,NA
Mongolia,Key Accounts,Heated Tobacco,Premium,2,NA,NA
Mongolia,Key Accounts,Heated Tobacco,Value,1,NA,NA
Mongolia,Key Accounts,Oral Nicotine,Premium,1,NA,NA
Mongolia,Key Accounts,Oral Nicotine,Value,1,NA,NA
Mongolia,Retail,Cigarettes,Core,2,NA,NA
Mongolia,Retail,Cigarettes,Premium,2,NA,NA
Mongolia,Retail,Oral Nicotine,Value,1,NA,NA
Montenegro,Key Accounts,Cigarettes,Core,1,NA,NA
Montenegro,Key Accounts,Oral Nicotine,Value,1,NA,NA
Montenegro,Retail,Cigarettes,Value,1,NA,NA
Morocco,E-Commerce,Heated Tobacco,Core,4,NA,NA
Morocco,E-Commerce,Heated Tobacco,Premium,3,NA,NA
Morocco,E-Commerce,Heated Tobacco,Value,5,NA,NA
Morocco,E-Commerce,Oral Nicotine,Core,3,NA,NA
Morocco,E-Commerce,Oral Nicotine,Premium,1,NA,NA
Morocco,E-Commerce,Oral Nicotine,Value,4,NA,NA
Morocco,Key Accounts,Heated Tobacco,Premium,6,NA,NA
Morocco,Key Accounts,Heated Tobacco,Value,6,NA,NA
Morocco,Key Accounts,Oral Nicotine,Core,4,NA,NA
Morocco,Key Accounts,Oral Nicotine,Premium,3,NA,NA
Mozambique,E-Commerce,Cigarettes,Core,3,NA,NA
Mozambique,E-Commerce,Cigarettes,Premium,3,NA,NA
Mozambique,E-Commerce,Cigarettes,Value,3,NA,NA
Mozambique,E-Commerce,Heated Tobacco,Core,3,NA,NA
Mozambique,E-Commerce,Heated Tobacco,Premium,2,NA,NA
Mozambique,E-Commerce,Heated Tobacco,Value,1,NA,NA
Mozambique,E-Commerce,Oral Nicotine,Core,2,NA,NA
Mozambique,E-Commerce,Oral Nicotine,Value,3,NA,NA
Mozambique,Key Accounts,Cigarettes,Core,7,NA,NA
Mozambique,Key Accounts,Cigarettes,Premium,4,NA,NA
Mozambique,Key Accounts,Cigarettes,Value,5,NA,NA
Mozambique,Key Accounts,Heated Tobacco,Core,1,NA,NA
Mozambique,Key Accounts,Heated Tobacco,Premium,3,NA,NA
Mozambique,Key Accounts,Heated Tobacco,Value,1,NA,NA
Mozambique,Key Accounts,Oral Nicotine,Core,2,NA,NA
Mozambique,Retail,Cigarettes,Core,3,NA,NA
Mozambique,Retail,Heated Tobacco,Core,1,NA,NA
Mozambique,Retail,Heated Tobacco,Premium,2,NA,NA
Mozambique,Retail,Heated Tobacco,Value,3,NA,NA
Mozambique,Retail,Oral Nicotine,Core,1,NA,NA
Mozambique,Retail,Oral Nicotine,Premium,5,NA,NA
Mozambique,Retail,Oral Nicotine,Value,4,NA,NA
Myanmar (Burma),E-Commerce,Cigarettes,Core,3,NA,NA
Myanmar (Burma),E-Commerce,Cigarettes,Premium,4,NA,NA
Myanmar (Burma),E-Commerce,Cigarettes,Value,3,NA,NA
Myanmar (Burma),E-Commerce,Heated Tobacco,Core,3,NA,NA
Myanmar (Burma),E-Commerce,Oral Nicotine,Core,1,NA,NA
Myanmar (Burma),E-Commerce,Oral Nicotine,Premium,2,NA,NA
Myanmar (Burma),E-Commerce,Oral Nicotine,Value,2,NA,NA
Myanmar (Burma),Key Accounts,Cigarettes,Core,5,NA,NA
Myanmar (Burma),Key Accounts,Cigarettes,Premium,8,NA,NA
Myanmar (Burma),Key Accounts,Cigarettes,Value,4,NA,NA
Myanmar (Burma),Key Accounts,Heated Tobacco,Core,2,NA,NA
Myanmar (Burma),Key Accounts,Heated Tobacco,Premium,2,NA,NA
Myanmar (Burma),Key Accounts,Heated Tobacco,Value,3,NA,NA
Myanmar (Burma),Key Accounts,Oral Nicotine,Core,3,NA,NA
Myanmar (Burma),Key Accounts,Oral Nicotine,Premium,6,NA,NA
Myanmar (Burma),Key Accounts,Oral Nicotine,Value,6,NA,NA
Myanmar (Burma),Retail,Cigarettes,Core,7,NA,NA
Myanmar (Burma),Retail,Cigarettes,Premium,8,NA,NA
Myanmar (Burma),Retail,Heated Tobacco,Core,5,NA,NA
Myanmar (Burma),Retail,Heated Tobacco,Premium,4,NA,NA
Myanmar (Burma),Retail,Heated Tobacco,Value,4,NA,NA
Myanmar (Burma),Retail,Oral Nicotine,Core,4,NA,NA
Myanmar (Burma),Retail,Oral Nicotine,Premium,6,NA,NA
Myanmar (Burma),Retail,Oral Nicotine,Value,2,NA,NA
Namibia,Key Accounts,Cigarettes,Core,1,NA,NA
Namibia,Key Accounts,Cigarettes,Value,1,NA,NA
Namibia,Key Accounts,Heated Tobacco,Value,1,NA,NA
Namibia,Retail,Cigarettes,Core,1,NA,NA
Namibia,Retail,Cigarettes,Value,2,NA,NA
Namibia,Retail,Heated Tobacco,Core,1,NA,NA
Nepal,E-Commerce,Cigarettes,Core,1,NA,NA
Nepal,Key Accounts,Cigarettes,Core,2,NA,NA
Nepal,Key Accounts,Cigarettes,Value,1,NA,NA
Nepal,Key Accounts,Heated Tobacco,Core,1,NA,NA
Nepal,Key Accounts,Oral Nicotine,Core,2,NA,NA
Nepal,Retail,Cigarettes,Core,3,NA,NA
Nepal,Retail,Cigarettes,Premium,2,NA,NA
Nepal,Retail,Cigarettes,Value,1,NA,NA
Nepal,Retail,Heated Tobacco,Premium,1,NA,NA
Nepal,Retail,Oral Nicotine,Core,1,NA,NA
Nepal,Retail,Oral Nicotine,Value,1,NA,NA
Netherlands,E-Commerce,Heated Tobacco,Core,1,NA,NA
Netherlands,E-Commerce,Heated Tobacco,Premium,1,NA,NA
Netherlands,E-Commerce,Heated Tobacco,Value,7,NA,NA
Netherlands,E-Commerce,Oral Nicotine,Core,2,NA,NA
Netherlands,E-Commerce,Oral Nicotine,Premium,7,NA,NA
Netherlands,E-Commerce,Oral Nicotine,Value,5,NA,NA
Netherlands,Key Accounts,Heated Tobacco,Core,4,NA,NA
Netherlands,Key Accounts,Heated Tobacco,Premium,7,NA,NA
Netherlands,Key Accounts,Heated Tobacco,Value,7,NA,NA
Netherlands,Key Accounts,Oral Nicotine,Core,4,NA,NA
Netherlands,Key Accounts,Oral Nicotine,Premium,4,NA,NA
Netherlands,Key Accounts,Oral Nicotine,Value,3,NA,NA
New Zealand,E-Commerce,Heated Tobacco,Core,6,NA,NA
New Zealand,E-Commerce,Heated Tobacco,Value,7,NA,NA
New Zealand,E-Commerce,Oral Nicotine,Core,8,NA,NA
New Zealand,E-Commerce,Oral Nicotine,Value,6,NA,NA
New Zealand,Key Accounts,Oral Nicotine,Premium,8,NA,NA
Nicaragua,E-Commerce,Heated Tobacco,Core,5,NA,NA
Nicaragua,E-Commerce,Heated Tobacco,Premium,5,NA,NA
Nicaragua,E-Commerce,Oral Nicotine,Core,9,NA,NA
Nicaragua,E-Commerce,Oral Nicotine,Premium,8,NA,NA
Nicaragua,E-Commerce,Oral Nicotine,Value,8,NA,NA
Nicaragua,Key Accounts,Heated Tobacco,Premium,9,NA,NA
Nicaragua,Key Accounts,Heated Tobacco,Value,9,NA,NA
Niger,E-Commerce,Cigarettes,Core,3,NA,NA
Niger,E-Commerce,Cigarettes,Premium,1,NA,NA
Niger,E-Commerce,Cigarettes,Value,1,NA,NA
Niger,E-Commerce,Heated Tobacco,Core,1,NA,NA
Niger,E-Commerce,Heated Tobacco,Premium,1,NA,NA
Niger,E-Commerce,Heated Tobacco,Value,1,NA,NA
Niger,E-Commerce,Oral Nicotine,Core,1,NA,NA
Niger,Key Accounts,Cigarettes,Core,1,NA,NA
Niger,Key Accounts,Cigarettes,Premium,1,NA,NA
Niger,Key Accounts,Cigarettes,Value,2,NA,NA
Niger,Key Accounts,Heated Tobacco,Core,1,NA,NA
Niger,Key Accounts,Heated Tobacco,Premium,1,NA,NA
Niger,Key Accounts,Heated Tobacco,Value,1,NA,NA
Niger,Retail,Cigarettes,Core,5,NA,NA
Niger,Retail,Cigarettes,Premium,4,NA,NA
Niger,Retail,Cigarettes,Value,3,NA,NA
Niger,Retail,Heated Tobacco,Value,2,NA,NA
Niger,Retail,Oral Nicotine,Core,2,NA,NA
Nigeria,E-Commerce,Heated Tobacco,Premium,8,NA,NA
Nigeria,E-Commerce,Heated Tobacco,Value,7,NA,NA
Nigeria,E-Commerce,Oral Nicotine,Core,6,NA,NA
Nigeria,E-Commerce,Oral Nicotine,Premium,8,NA,NA
Nigeria,E-Commerce,Oral Nicotine,Value,7,NA,NA
Nigeria,Key Accounts,Oral Nicotine,Core,7,NA,NA
Norway,E-Commerce,Cigarettes,Core,2,NA,NA
Norway,E-Commerce,Cigarettes,Premium,1,NA,NA
Norway,E-Commerce,Cigarettes,Value,3,NA,NA
Norway,E-Commerce,Heated Tobacco,Value,1,NA,NA
Norway,Key Accounts,Cigarettes,Core,5,NA,NA
Norway,Key Accounts,Cigarettes,Premium,3,NA,NA
Norway,Key Accounts,Cigarettes,Value,4,NA,NA
Norway,Key Accounts,Heated Tobacco,Core,4,NA,NA
Norway,Key Accounts,Heated Tobacco,Premium,1,NA,NA
Norway,Key Accounts,Heated Tobacco,Value,3,NA,NA
Norway,Key Accounts,Oral Nicotine,Core,1,NA,NA
Norway,Key Accounts,Oral Nicotine,Premium,1,NA,NA
Norway,Retail,Cigarettes,Core,4,NA,NA
Norway,Retail,Cigarettes,Premium,8,NA,NA
Norway,Retail,Cigarettes,Value,6,NA,NA
Norway,Retail,Heated Tobacco,Core,2,NA,NA
Norway,Retail,Heated Tobacco,Premium,2,NA,NA
Norway,Retail,Heated Tobacco,Value,5,NA,NA
Norway,Retail,Oral Nicotine,Core,3,NA,NA
Norway,Retail,Oral Nicotine,Value,1,NA,NA
Pakistan,E-Commerce,Cigarettes,Core,6,NA,NA
Pakistan,E-Commerce,Cigarettes,Premium,8,NA,NA
Pakistan,E-Commerce,Cigarettes,Value,7,NA,NA
Pakistan,E-Commerce,Heated Tobacco,Core,5,NA,NA
Pakistan,E-Commerce,Heated Tobacco,Premium,1,NA,NA
Pakistan,E-Commerce,Heated Tobacco,Value,5,NA,NA
Pakistan,E-Commerce,Oral Nicotine,Core,2,NA,NA
Pakistan,E-Commerce,Oral Nicotine,Value,4,NA,NA
Pakistan,Key Accounts,Heated Tobacco,Core,5,NA,NA
Pakistan,Key Accounts,Heated Tobacco,Premium,3,NA,NA
Pakistan,Key Accounts,Heated Tobacco,Value,8,NA,NA
Pakistan,Key Accounts,Oral Nicotine,Core,7,NA,NA
Pakistan,Key Accounts,Oral Nicotine,Premium,6,NA,NA
Pakistan,Key Accounts,Oral Nicotine,Value,9,NA,NA
Pakistan,Retail,Heated Tobacco,Premium,4,NA,NA
Pakistan,Retail,Heated Tobacco,Value,6,NA,NA
Pakistan,Retail,Oral Nicotine,Premium,8,NA,NA
Pakistan,Retail,Oral Nicotine,Value,7,NA,NA
Panama,E-Commerce,Heated Tobacco,Core,4,NA,NA
Panama,E-Commerce,Heated Tobacco,Premium,4,NA,NA
Panama,E-Commerce,Heated Tobacco,Value,8,NA,NA
Panama,E-Commerce,Oral Nicotine,Core,4,NA,NA
Panama,E-Commerce,Oral Nicotine,Premium,6,NA,NA
Panama,E-Commerce,Oral Nicotine,Value,4,NA,NA
Panama,Key Accounts,Heated Tobacco,Core,8,NA,NA
Panama,Key Accounts,Heated Tobacco,Premium,2,NA,NA
Panama,Key Accounts,Oral Nicotine,Core,7,NA,NA
Panama,Retail,Heated Tobacco,Premium,6,NA,NA
Panama,Retail,Oral Nicotine,Premium,6,NA,NA
Papua New Guinea,E-Commerce,Cigarettes,Core,1,NA,NA
Papua New Guinea,E-Commerce,Cigarettes,Premium,1,NA,NA
Papua New Guinea,E-Commerce,Cigarettes,Value,1,NA,NA
Papua New Guinea,Key Accounts,Cigarettes,Core,3,NA,NA
Papua New Guinea,Key Accounts,Cigarettes,Premium,1,NA,NA
Papua New Guinea,Key Accounts,Heated Tobacco,Value,1,NA,NA
Papua New Guinea,Key Accounts,Oral Nicotine,Core,1,NA,NA
Papua New Guinea,Key Accounts,Oral Nicotine,Premium,1,NA,NA
Papua New Guinea,Key Accounts,Oral Nicotine,Value,2,NA,NA
Papua New Guinea,Retail,Cigarettes,Premium,2,NA,NA
Papua New Guinea,Retail,Cigarettes,Value,2,NA,NA
Papua New Guinea,Retail,Heated Tobacco,Premium,1,NA,NA
Papua New Guinea,Retail,Heated Tobacco,Value,2,NA,NA
Papua New Guinea,Retail,Oral Nicotine,Core,1,NA,NA
Paraguay,E-Commerce,Cigarettes,Value,1,NA,NA
Paraguay,E-Commerce,Heated Tobacco,Core,1,NA,NA
Paraguay,E-Commerce,Heated Tobacco,Premium,1,NA,NA
