operating_country,channel_name,pmi_product_family,brand_tier,wholesaler_tier,weeks,shipments_units,avg_price_realization,avg_list_price,avg_net_price,avg_leakage_per_unit
Djibouti,Key Accounts,Cigarettes,Core,T1,1,1,1,203,203,0
Djibouti,Key Accounts,Cigarettes,Premium,T1,1,1,1,17,17,0
Djibouti,Key Accounts,Cigarettes,Value,T1,1,8,1,24.75,24.75,0
Djibouti,Retail,Cigarettes,Core,T2,1,1,1,49,49,0
Djibouti,Retail,Cigarettes,Value,T2,1,2,1,48,48,0
Ecuador,E-Commerce,Cigarettes,Core,T3,1,2,1,7,7,0
Ecuador,E-Commerce,Cigarettes,Premium,T3,1,10,1,12.4,12.4,0
Ecuador,E-Commerce,Heated Tobacco,Premium,T3,1,7,1,50.5714,50.5714,0
Ecuador,Key Accounts,Cigarettes,Premium,T1,1,6,1,11.16666667,11.16666667,0
Ecuador,Key Accounts,Heated Tobacco,Core,T1,1,5,1,48,48,0
Ecuador,Key Accounts,Heated Tobacco,Premium,T1,1,3,1,26.6667,26.6667,0
Ecuador,Key Accounts,Oral Nicotine,Core,T1,1,2,1,21,21,0
Equatorial Guinea,Retail,Cigarettes,Core,T2,1,1,1,20,20,0
Equatorial Guinea,Retail,Cigarettes,Value,T2,1,1,1,6,6,0
Equatorial Guinea,Retail,Heated Tobacco,Value,T2,1,1,1,124,124,0
Eritrea,Key Accounts,Cigarettes,Premium,T1,1,2,1,9,9,0
Eritrea,Key Accounts,Heated Tobacco,Value,T1,1,2,1,85,85,0
Estonia,Key Accounts,Cigarettes,Premium,T1,1,1,1,561,561,0
Estonia,Key Accounts,Cigarettes,Value,T1,1,1,1,13,13,0
Estonia,Key Accounts,Heated Tobacco,Value,T1,1,2,1,651.5,651.5,0
Estonia,Key Accounts,Oral Nicotine,Core,T1,1,2,1,19,19,0
Estonia,Retail,Cigarettes,Premium,T2,1,1,1,15,15,0
Estonia,Retail,Oral Nicotine,Core,T2,1,4,1,366.75,366.75,0
Ethiopia,E-Commerce,Cigarettes,Value,T3,1,1,1,17,17,0
Ethiopia,E-Commerce,Heated Tobacco,Core,T3,1,1,1,121,121,0
Ethiopia,Key Accounts,Cigarettes,Core,T1,1,5,1,50.4,50.4,0
Ethiopia,Retail,Cigarettes,Core,T2,1,1,1,62,62,0
Ethiopia,Retail,Cigarettes,Premium,T2,1,2,1,16,16,0
Ethiopia,Retail,Cigarettes,Value,T2,1,8,1,45.75,45.75,0
Finland,E-Commerce,Cigarettes,Premium,T3,1,9,1,12.44444444,12.44444444,0
Finland,E-Commerce,Oral Nicotine,Core,T3,1,2,1,147,147,0
Finland,E-Commerce,Oral Nicotine,Premium,T3,1,7,1,141.4286,141.4286,0
Finland,Key Accounts,Oral Nicotine,Premium,T1,1,2,1,133.5,133.5,0
Finland,Retail,Heated Tobacco,Value,T2,1,1,1,636,636,0
Finland,Retail,Oral Nicotine,Value,T2,1,3,1,412,412,0
Gabon,Key Accounts,Cigarettes,Premium,T1,1,2,1,15,15,0
Gabon,Key Accounts,Cigarettes,Value,T1,1,1,1,8,8,0
Gabon,Key Accounts,Oral Nicotine,Premium,T1,1,4,1,84.75,84.75,0
Gabon,Retail,Cigarettes,Core,T2,1,10,1,16.8,16.8,0
Gabon,Retail,Cigarettes,Premium,T2,1,14,1,13.64285714,13.64285714,0
Gabon,Retail,Heated Tobacco,Core,T2,1,2,1,256.5,256.5,0
Georgia,E-Commerce,Cigarettes,Core,T3,1,1,1,53,53,0
Georgia,Key Accounts,Cigarettes,Core,T1,1,1,1,20,20,0
Georgia,Key Accounts,Heated Tobacco,Core,T1,1,1,1,73,73,0
Georgia,Retail,Cigarettes,Core,T2,1,1,1,53,53,0
Georgia,Retail,Heated Tobacco,Premium,T2,1,1,1,380,380,0
Georgia,Retail,Oral Nicotine,Core,T2,1,4,1,25.25,25.25,0
Georgia,Retail,Oral Nicotine,Premium,T2,1,2,1,19,19,0
Georgia,Retail,Oral Nicotine,Value,T2,1,1,1,74,74,0
Guadeloupe,E-Commerce,Cigarettes,Core,T3,1,4,1,32.5,32.5,0
Guadeloupe,E-Commerce,Cigarettes,Value,T3,1,2,1,27.5,27.5,0
Guadeloupe,E-Commerce,Oral Nicotine,Core,T3,1,3,1,101,101,0
Guadeloupe,E-Commerce,Oral Nicotine,Premium,T3,1,4,1,83.25,83.25,0
Guadeloupe,E-Commerce,Oral Nicotine,Value,T3,1,3,1,89,89,0
Guadeloupe,Retail,Heated Tobacco,Core,T2,1,5,1,48.8,48.8,0
Guadeloupe,Retail,Oral Nicotine,Premium,T2,1,2,1,45.5,45.5,0
Guadeloupe,Retail,Oral Nicotine,Value,T2,1,1,1,39,39,0
Guinea,E-Commerce,Cigarettes,Core,T3,1,1,1,198,198,0
Guinea,Key Accounts,Cigarettes,Premium,T1,1,1,1,567,567,0
Guinea,Key Accounts,Heated Tobacco,Premium,T1,1,2,1,145.5,145.5,0
Guinea,Retail,Cigarettes,Core,T2,1,5,1,55.4,55.4,0
Guinea,Retail,Heated Tobacco,Core,T2,1,1,1,143,143,0
Guinea,Retail,Heated Tobacco,Value,T2,1,1,1,267,267,0
Guinea-Bissau,E-Commerce,Cigarettes,Core,T3,1,4,1,23.75,23.75,0
Guinea-Bissau,E-Commerce,Cigarettes,Value,T3,1,1,1,14,14,0
Guinea-Bissau,E-Commerce,Heated Tobacco,Premium,T3,1,1,1,639,639,0
Guinea-Bissau,E-Commerce,Heated Tobacco,Value,T3,1,1,1,75,75,0
Guinea-Bissau,Retail,Cigarettes,Premium,T2,1,1,1,18,18,0
Guinea-Bissau,Retail,Heated Tobacco,Core,T2,1,1,1,637,637,0
Guinea-Bissau,Retail,Heated Tobacco,Value,T2,1,2,1,259,259,0
Hong Kong,E-Commerce,Cigarettes,Core,T3,1,6,1,21.5,21.5,0
Hong Kong,E-Commerce,Heated Tobacco,Core,T3,1,1,1,73,73,0
Hong Kong,Key Accounts,Heated Tobacco,Premium,T1,1,7,1,53.1429,53.1429,0
Hong Kong,Retail,Heated Tobacco,Core,T2,1,2,1,74.5,74.5,0
Hong Kong,Retail,Heated Tobacco,Value,T2,1,2,1,360,360,0
Hong Kong,Retail,Oral Nicotine,Premium,T2,1,2,1,173,173,0
Hong Kong,Retail,Oral Nicotine,Value,T2,1,6,1,191.33335,191.33335,0
Hungary,E-Commerce,Heated Tobacco,Core,T3,1,2,1,79.5,79.5,0
Hungary,E-Commerce,Heated Tobacco,Value,T3,1,2,1,309,309,0
Hungary,E-Commerce,Oral Nicotine,Premium,T3,1,1,1,441,441,0
Hungary,Key Accounts,Heated Tobacco,Value,T1,1,4,1,147.25,147.25,0
Hungary,Key Accounts,Oral Nicotine,Premium,T1,1,1,1,58,58,0
Hungary,Retail,Heated Tobacco,Premium,T2,1,2,1,360,360,0
Hungary,Retail,Oral Nicotine,Core,T2,1,2,1,121,121,0
Iran,E-Commerce,Heated Tobacco,Value,T3,1,1,1,318,318,0
Iraq,E-Commerce,Heated Tobacco,Core,T3,1,4,1,379.75,379.75,0
Iraq,E-Commerce,Oral Nicotine,Premium,T3,1,4,1,163.75,163.75,0
Ireland,Retail,Oral Nicotine,Core,T2,2,9,1,241.6,120.8,120.8
Israel,E-Commerce,Cigarettes,Premium,T3,1,1,1,278,278,0
Israel,E-Commerce,Heated Tobacco,Core,T3,1,1,1,42,42,0
Israel,E-Commerce,Heated Tobacco,Premium,T3,1,4,1,413.25,413.25,0
Israel,E-Commerce,Oral Nicotine,Value,T3,1,1,1,133,133,0
Israel,Key Accounts,Oral Nicotine,Core,T1,1,1,1,183,183,0
Israel,Key Accounts,Oral Nicotine,Value,T1,1,1,1,196,196,0
Jamaica,E-Commerce,Cigarettes,Value,T3,1,5,1,5.6,5.6,0
Jamaica,E-Commerce,Oral Nicotine,Premium,T3,1,5,1,276.2,276.2,0
Jamaica,E-Commerce,Oral Nicotine,Value,T3,1,4,1,31.5,31.5,0
Jamaica,Key Accounts,Oral Nicotine,Core,T1,1,3,1,54.6667,54.6667,0
Jamaica,Key Accounts,Oral Nicotine,Premium,T1,1,3,1,88.6667,88.6667,0
Jamaica,Retail,Cigarettes,Premium,T2,1,2,1,6.5,6.5,0
Jamaica,Retail,Heated Tobacco,Premium,T2,1,1,1,82,82,0
Jamaica,Retail,Oral Nicotine,Value,T2,1,3,1,179.3333,179.3333,0
Japan,E-Commerce,Heated Tobacco,Premium,T3,1,2,1,152,152,0
Japan,E-Commerce,Oral Nicotine,Core,T3,1,1,1,88,88,0
Jordan,E-Commerce,Cigarettes,Value,T3,1,2,1,9.5,9.5,0
Jordan,E-Commerce,Oral Nicotine,Value,T3,1,4,1,53.5,53.5,0
Jordan,Key Accounts,Cigarettes,Core,T1,1,4,1,67,67,0
Jordan,Key Accounts,Cigarettes,Premium,T1,1,7,1,22.85714286,22.85714286,0
Jordan,Key Accounts,Heated Tobacco,Core,T1,1,4,1,39.5,39.5,0
Jordan,Retail,Heated Tobacco,Premium,T2,1,5,1,64.8,64.8,0
Jordan,Retail,Heated Tobacco,Value,T2,1,1,1,47,47,0
Jordan,Retail,Oral Nicotine,Premium,T2,1,1,1,198,198,0
Jordan,Retail,Oral Nicotine,Value,T2,1,8,1,114.875,114.875,0
Kenya,Key Accounts,Oral Nicotine,Value,T1,1,1,1,415,415,0
Kyrgyzstan,E-Commerce,Oral Nicotine,Core,T3,1,1,1,121,121,0
Kyrgyzstan,E-Commerce,Oral Nicotine,Premium,T3,1,4,1,124.75,124.75,0
Kyrgyzstan,E-Commerce,Oral Nicotine,Value,T3,1,1,1,16,16,0
Kyrgyzstan,Key Accounts,Cigarettes,Value,T1,1,1,1,205,205,0
Kyrgyzstan,Retail,Heated Tobacco,Value,T2,1,4,1,123.5,123.5,0
Kyrgyzstan,Retail,Oral Nicotine,Value,T2,1,4,1,149.5,149.5,0
Lebanon,E-Commerce,Cigarettes,Premium,T3,1,1,1,57,57,0
Lebanon,Key Accounts,Heated Tobacco,Premium,T1,1,1,1,174,174,0
Lebanon,Key Accounts,Oral Nicotine,Premium,T1,1,1,1,26,26,0
Lebanon,Retail,Cigarettes,Core,T2,1,4,1,11,11,0
Lebanon,Retail,Cigarettes,Premium,T2,1,2,1,6.5,6.5,0
Lebanon,Retail,Cigarettes,Value,T2,1,2,1,27,27,0
Lebanon,Retail,Oral Nicotine,Core,T2,1,1,1,474,474,0
Lebanon,Retail,Oral Nicotine,Premium,T2,1,1,1,470,470,0
Lesotho,Key Accounts,Cigarettes,Core,T1,1,5,1,39.2,39.2,0
Lesotho,Key Accounts,Heated Tobacco,Core,T1,1,1,1,57,57,0
Liberia,E-Commerce,Cigarettes,Value,T3,1,1,1,10,10,0
Liberia,E-Commerce,Heated Tobacco,Premium,T3,1,3,1,53,53,0
Liberia,Key Accounts,Cigarettes,Premium,T1,1,2,1,44.5,44.5,0
Liberia,Key Accounts,Cigarettes,Value,T1,1,6,1,51.3333,51.3333,0
Liberia,Key Accounts,Heated Tobacco,Value,T1,1,1,1,382,382,0
Liberia,Key Accounts,Oral Nicotine,Value,T1,1,2,1,150,150,0
Liberia,Retail,Cigarettes,Premium,T2,1,1,1,49,49,0
Liberia,Retail,Heated Tobacco,Core,T2,1,4,1,357.25,357.25,0
Libya,E-Commerce,Cigarettes,Core,T3,1,2,1,128,128,0
Libya,E-Commerce,Cigarettes,Premium,T3,1,1,1,13,13,0
Libya,E-Commerce,Heated Tobacco,Premium,T3,1,4,1,88.5,88.5,0
Libya,Key Accounts,Heated Tobacco,Premium,T1,1,6,1,32,32,0
Libya,Key Accounts,Heated Tobacco,Value,T1,1,4,1,81,81,0
Libya,Key Accounts,Oral Nicotine,Core,T1,1,1,1,51,51,0
Libya,Retail,Oral Nicotine,Premium,T2,1,2,1,54,54,0
Macedonia,E-Commerce,Cigarettes,Value,T3,1,1,1,11,11,0
Macedonia,Retail,Oral Nicotine,Core,T2,1,2,1,49.5,49.5,0
Madagascar,E-Commerce,Cigarettes,Value,T3,1,4,1,18.75,18.75,0
Madagascar,E-Commerce,Heated Tobacco,Premium,T3,1,2,1,116.5,116.5,0
Madagascar,E-Commerce,Heated Tobacco,Value,T3,1,2,1,243.5,243.5,0
Madagascar,E-Commerce,Oral Nicotine,Core,T3,1,1,1,166,166,0
Madagascar,Key Accounts,Heated Tobacco,Value,T1,1,1,1,139,139,0
Madagascar,Retail,Oral Nicotine,Core,T2,1,2,1,44,44,0
Madagascar,Retail,Oral Nicotine,Premium,T2,1,4,1,25.25,25.25,0
Malaysia,E-Commerce,Oral Nicotine,Core,T3,1,7,1,42.7143,42.7143,0
Malaysia,E-Commerce,Oral Nicotine,Premium,T3,1,5,1,50.2,50.2,0
Malaysia,E-Commerce,Oral Nicotine,Value,T3,1,1,1,26,26,0
Mali,E-Commerce,Cigarettes,Premium,T3,1,2,1,69.5,69.5,0
Mali,E-Commerce,Heated Tobacco,Premium,T3,1,1,1,147,147,0
Mali,E-Commerce,Oral Nicotine,Core,T3,1,2,1,124.5,124.5,0
Mali,E-Commerce,Oral Nicotine,Value,T3,1,2,1,261,261,0
Mali,Key Accounts,Cigarettes,Value,T1,1,1,1,48,48,0
Mali,Key Accounts,Heated Tobacco,Core,T1,1,1,1,74,74,0
Mali,Key Accounts,Heated Tobacco,Value,T1,1,1,1,55,55,0
Mali,Retail,Heated Tobacco,Core,T2,1,4,1,170,170,0
Mali,Retail,Heated Tobacco,Value,T2,1,1,1,83,83,0
Martinique,E-Commerce,Cigarettes,Core,T3,1,7,1,4.5714,4.5714,0
Martinique,E-Commerce,Cigarettes,Premium,T3,1,3,1,374.3333,374.3333,0
Martinique,Key Accounts,Cigarettes,Core,T1,1,2,1,8.5,8.5,0
Martinique,Key Accounts,Cigarettes,Premium,T1,1,14,1,17.4286,17.4286,0
Martinique,Key Accounts,Oral Nicotine,Core,T1,1,6,1,295.6667,295.6667,0
Martinique,Key Accounts,Oral Nicotine,Value,T1,1,6,1,86,86,0
Martinique,Retail,Heated Tobacco,Value,T2,1,7,1,80.7143,80.7143,0
Martinique,Retail,Oral Nicotine,Value,T2,1,7,1,41.28571429,41.28571429,0
Mauritania,E-Commerce,Cigarettes,Core,T3,1,3,1,21,21,0
Mauritania,E-Commerce,Heated Tobacco,Core,T3,1,6,1,261.8333,261.8333,0
Mauritania,Key Accounts,Oral Nicotine,Core,T1,1,2,1,449.5,449.5,0
Mauritania,Retail,Cigarettes,Core,T2,1,1,1,13,13,0
Mauritania,Retail,Cigarettes,Premium,T2,1,4,1,199,199,0
Mauritania,Retail,Heated Tobacco,Core,T2,1,8,1,72.875,72.875,0
Moldova,E-Commerce,Cigarettes,Value,T3,1,2,1,105.5,105.5,0
Moldova,E-Commerce,Heated Tobacco,Premium,T3,1,1,1,170,170,0
Moldova,Key Accounts,Cigarettes,Premium,T1,1,9,1,5.666666667,5.666666667,0
Moldova,Key Accounts,Cigarettes,Value,T1,1,1,1,51,51,0
Moldova,Key Accounts,Heated Tobacco,Premium,T1,1,1,1,74,74,0
Moldova,Key Accounts,Oral Nicotine,Premium,T1,1,2,1,55.5,55.5,0
Moldova,Key Accounts,Oral Nicotine,Value,T1,1,6,1,45,45,0
Moldova,Retail,Oral Nicotine,Premium,T2,1,4,1,40.75,40.75,0
Mongolia,E-Commerce,Cigarettes,Core,T3,1,3,1,22,22,0
Mongolia,E-Commerce,Cigarettes,Value,T3,1,1,1,16,16,0
Mongolia,Key Accounts,Heated Tobacco,Core,T1,1,4,1,66.5,66.5,0
Mongolia,Key Accounts,Heated Tobacco,Value,T1,1,2,1,147,147,0
Mongolia,Key Accounts,Oral Nicotine,Premium,T1,1,6,1,57.6667,57.6667,0
Mongolia,Key Accounts,Oral Nicotine,Value,T1,1,2,1,138.5,138.5,0
Mongolia,Retail,Oral Nicotine,Value,T2,1,1,1,45,45,0
Montenegro,Key Accounts,Cigarettes,Core,T1,1,10,1,374.7,374.7,0
Montenegro,Key Accounts,Oral Nicotine,Value,T1,1,2,1,123,123,0
Montenegro,Retail,Cigarettes,Value,T2,1,1,1,11,11,0
Morocco,E-Commerce,Oral Nicotine,Premium,T3,1,6,1,17.6667,17.6667,0
Mozambique,E-Commerce,Heated Tobacco,Value,T3,1,2,1,40,40,0
Mozambique,Key Accounts,Heated Tobacco,Core,T1,1,1,1,75,75,0
Mozambique,Key Accounts,Heated Tobacco,Value,T1,1,1,1,314,314,0
Mozambique,Retail,Heated Tobacco,Core,T2,1,2,1,48.5,48.5,0
Mozambique,Retail,Oral Nicotine,Core,T2,1,6,1,48.8333,48.8333,0
Namibia,Key Accounts,Cigarettes,Core,T1,1,2,1,51.5,51.5,0
Namibia,Key Accounts,Cigarettes,Value,T1,1,16,1,24.999975,24.999975,0
Namibia,Key Accounts,Heated Tobacco,Value,T1,1,1,1,55,55,0
Namibia,Retail,Cigarettes,Core,T2,1,1,1,13,13,0
Namibia,Retail,Heated Tobacco,Core,T2,1,8,1,272.375,272.375,0
Nepal,E-Commerce,Cigarettes,Core,T3,1,4,1,14.75,14.75,0
Nepal,Key Accounts,Cigarettes,Value,T1,1,4,1,46.25,46.25,0
Nepal,Key Accounts,Heated Tobacco,Core,T1,1,2,1,380,380,0
Nepal,Retail,Cigarettes,Value,T2,1,4,1,44,44,0
Nepal,Retail,Heated Tobacco,Premium,T2,1,11,1,93.63636364,93.63636364,0
Nepal,Retail,Oral Nicotine,Core,T2,1,6,1,48.1667,48.1667,0
Nepal,Retail,Oral Nicotine,Value,T2,1,1,1,58,58,0
Niger,E-Commerce,Cigarettes,Premium,T3,1,6,1,30.1667,30.1667,0
Niger,E-Commerce,Cigarettes,Value,T3,1,11,1,112,112,0
Niger,E-Commerce,Heated Tobacco,Core,T3,1,4,1,126,126,0
Niger,E-Commerce,Heated Tobacco,Premium,T3,1,1,1,43,43,0
Niger,E-Commerce,Heated Tobacco,Value,T3,1,6,1,170,170,0
Niger,E-Commerce,Oral Nicotine,Core,T3,1,1,1,25,25,0
Niger,Key Accounts,Cigarettes,Core,T1,1,1,1,55,55,0
Niger,Key Accounts,Cigarettes,Premium,T1,1,7,1,10.5714,10.5714,0
Niger,Key Accounts,Heated Tobacco,Core,T1,1,2,1,79.5,79.5,0
Niger,Key Accounts,Heated Tobacco,Premium,T1,1,1,1,45,45,0
Niger,Key Accounts,Heated Tobacco,Value,T1,1,4,1,58,58,0
Norway,E-Commerce,Cigarettes,Premium,T3,1,7,1,14.00002857,14.00002857,0
Norway,E-Commerce,Heated Tobacco,Value,T3,1,2,1,299.5,299.5,0
Norway,Key Accounts,Heated Tobacco,Premium,T1,1,2,1,318,318,0
Norway,Key Accounts,Oral Nicotine,Core,T1,1,7,1,50.4286,50.4286,0
Norway,Key Accounts,Oral Nicotine,Premium,T1,1,8,1,165.875,165.875,0
Norway,Retail,Oral Nicotine,Value,T2,1,3,1,169.3333,169.3333,0
Pakistan,E-Commerce,Oral Nicotine,Core,T3,2,4,1,354.375,121.5,232.875
Papua New Guinea,Retail,Cigarettes,Premium,T2,2,9,1,44.66666667,22.33333333,22.33333333
Papua New Guinea,Retail,Cigarettes,Value,T2,2,2,1,22,11,11
Papua New Guinea,Retail,Heated Tobacco,Value,T2,2,12,1,81.5,40.75,40.75
Paraguay,E-Commerce,Cigarettes,Value,T3,1,11,1,4.4545,4.4545,0
Paraguay,E-Commerce,Heated Tobacco,Premium,T3,1,1,1,56,56,0
Paraguay,Key Accounts,Heated Tobacco,Premium,T1,1,6,1,28.1667,28.1667,0
Paraguay,Key Accounts,Oral Nicotine,Value,T1,1,5,1,49.40002,49.40002,0
Paraguay,Retail,Cigarettes,Core,T2,1,2,1,9.5,9.5,0
Paraguay,Retail,Cigarettes,Premium,T2,1,1,1,32,32,0
Paraguay,Retail,Cigarettes,Value,T2,1,9,1,33.6667,33.6667,0
Paraguay,Retail,Heated Tobacco,Premium,T2,1,9,1,91.1111,91.1111,0
Paraguay,Retail,Heated Tobacco,Value,T2,1,2,1,30.5,30.5,0
Paraguay,Retail,Oral Nicotine,Core,T2,1,2,1,100,100,0
Poland,Key Accounts,Heated Tobacco,Premium,T1,1,4,1,83.25,83.25,0
Portugal,Key Accounts,Heated Tobacco,Core,T1,2,6,1,496,248,248
Portugal,Key Accounts,Heated Tobacco,Value,T1,2,11,1,512.6,256.3,256.3
Portugal,Retail,Heated Tobacco,Premium,T2,2,7,1,271.8,135.9,135.9
Qatar,E-Commerce,Cigarettes,Core,T3,1,6,1,27.1667,27.1667,0
Qatar,E-Commerce,Cigarettes,Value,T3,1,1,1,25,25,0
Qatar,Key Accounts,Cigarettes,Core,T1,1,4,1,54.75,54.75,0
Qatar,Key Accounts,Heated Tobacco,Value,T1,1,2,1,119.5,119.5,0
Qatar,Key Accounts,Oral Nicotine,Premium,T1,1,8,1,68.25,68.25,0
Qatar,Key Accounts,Oral Nicotine,Value,T1,1,1,1,56,56,0
Qatar,Retail,Cigarettes,Core,T2,1,6,1,31.8333,31.8333,0
Qatar,Retail,Heated Tobacco,Core,T2,1,5,1,539.2,539.2,0
Qatar,Retail,Heated Tobacco,Value,T2,1,6,1,262.1667,262.1667,0
Republic of the Congo,Key Accounts,Cigarettes,Value,T1,1,1,1,208,208,0
Republic of the Congo,Key Accounts,Oral Nicotine,Core,T1,1,1,1,166,166,0
Republic of the Congo,Retail,Cigarettes,Premium,T2,1,22,1,17.36363636,17.36363636,0
Republic of the Congo,Retail,Oral Nicotine,Core,T2,1,2,1,148.5,148.5,0
Republic of the Congo,Retail,Oral Nicotine,Value,T2,1,4,1,415.25,415.25,0
Romania,E-Commerce,Oral Nicotine,Core,T3,1,1,1,110,110,0
Russia,E-Commerce,Heated Tobacco,Value,T3,1,6,1,38.5,38.5,0
Rwanda,E-Commerce,Cigarettes,Core,T3,1,1,1,32,32,0
Rwanda,E-Commerce,Cigarettes,Premium,T3,1,2,1,48.5,48.5,0
Rwanda,Retail,Cigarettes,Premium,T2,1,2,1,8.5,8.5,0
Rwanda,Retail,Heated Tobacco,Core,T2,1,8,1,57.375,57.375,0
Rwanda,Retail,Heated Tobacco,Value,T2,1,1,1,176,176,0
Rwanda,Retail,Oral Nicotine,Core,T2,1,2,1,42.5,42.5,0
Rwanda,Retail,Oral Nicotine,Premium,T2,1,1,1,142,142,0
Rwanda,Retail,Oral Nicotine,Value,T2,1,1,1,412,412,0
Senegal,E-Commerce,Heated Tobacco,Value,T3,1,2,1,316.5,316.5,0
Senegal,E-Commerce,Oral Nicotine,Premium,T3,1,1,1,152,152,0
Senegal,Key Accounts,Heated Tobacco,Core,T1,1,6,1,651.5,651.5,0
Senegal,Key Accounts,Oral Nicotine,Premium,T1,1,2,1,170,170,0
Senegal,Key Accounts,Oral Nicotine,Value,T1,1,2,1,45,45,0
Sierra Leone,E-Commerce,Cigarettes,Core,T3,1,1,1,11,11,0
Sierra Leone,E-Commerce,Cigarettes,Premium,T3,1,1,1,55,55,0
Sierra Leone,E-Commerce,Cigarettes,Value,T3,1,5,1,17.4,17.4,0
Sierra Leone,E-Commerce,Heated Tobacco,Premium,T3,1,2,1,169.5,169.5,0
Sierra Leone,Key Accounts,Cigarettes,Premium,T1,1,4,1,71.25,71.25,0
Sierra Leone,Key Accounts,Cigarettes,Value,T1,1,2,1,7.5,7.5,0
Sierra Leone,Key Accounts,Heated Tobacco,Premium,T1,1,1,1,85,85,0
Sierra Leone,Retail,Cigarettes,Core,T2,1,3,1,38.33333333,38.33333333,0
Sierra Leone,Retail,Cigarettes,Premium,T2,1,4,1,61.75,61.75,0
Sierra Leone,Retail,Heated Tobacco,Core,T2,1,2,1,167,167,0
Sierra Leone,Retail,Heated Tobacco,Premium,T2,1,2,1,93,93,0
Sierra Leone,Retail,Oral Nicotine,Premium,T2,1,4,1,172.5,172.5,0
Singapore,E-Commerce,Heated Tobacco,Core,T3,1,3,1,260.3333,260.3333,0
Singapore,E-Commerce,Heated Tobacco,Premium,T3,1,8,1,151.875,151.875,0
Singapore,E-Commerce,Heated Tobacco,Value,T3,1,2,1,169.5,169.5,0
Singapore,E-Commerce,Oral Nicotine,Core,T3,1,8,1,72,72,0
Singapore,E-Commerce,Oral Nicotine,Premium,T3,1,1,1,109,109,0
Singapore,Key Accounts,Heated Tobacco,Premium,T1,1,3,1,168.3333,168.3333,0
Singapore,Key Accounts,Oral Nicotine,Value,T1,1,5,1,210.20002,210.20002,0
Slovakia,Key Accounts,Cigarettes,Core,T1,1,4,1,26.5,26.5,0
Slovakia,Key Accounts,Cigarettes,Premium,T1,1,1,1,63,63,0
Slovakia,Retail,Oral Nicotine,Core,T2,1,2,1,42.5,42.5,0
Slovenia,Key Accounts,Cigarettes,Value,T1,1,2,1,76.5,76.5,0
Slovenia,Retail,Cigarettes,Value,T2,1,12,1,11.3333,11.3333,0
Slovenia,Retail,Oral Nicotine,Premium,T2,1,6,1,196.6667,196.6667,0
Somalia,E-Commerce,Heated Tobacco,Value,T3,1,1,1,65,65,0
Somalia,Key Accounts,Heated Tobacco,Core,T1,1,1,1,74,74,0
Somalia,Key Accounts,Oral Nicotine,Core,T1,1,1,1,44,44,0
Somalia,Retail,Heated Tobacco,Core,T2,1,2,1,380,380,0
Somalia,Retail,Heated Tobacco,Premium,T2,1,6,1,639,639,0
South Korea,Key Accounts,Heated Tobacco,Core,T1,2,8,1,219.5,109.75,109.75
South Sudan,E-Commerce,Heated Tobacco,Core,T3,1,4,1,166.75,166.75,0
South Sudan,Key Accounts,Heated Tobacco,Core,T1,1,1,1,378,378,0
Sri Lanka,E-Commerce,Heated Tobacco,Core,T3,1,3,1,30.6667,30.6667,0
Sri Lanka,Key Accounts,Cigarettes,Core,T1,1,2,1,47.5,47.5,0
Sri Lanka,Key Accounts,Cigarettes,Value,T1,1,4,1,6.75,6.75,0
Sri Lanka,Key Accounts,Oral Nicotine,Value,T1,1,6,1,74.3333,74.3333,0
Sudan,E-Commerce,Heated Tobacco,Value,T3,1,1,1,307,307,0
Sudan,Key Accounts,Heated Tobacco,Core,T1,1,2,1,295.5,295.5,0
Sudan,Key Accounts,Heated Tobacco,Value,T1,1,8,1,40,40,0
Sudan,Key Accounts,Oral Nicotine,Value,T1,1,1,1,390,390,0
Swaziland,E-Commerce,Heated Tobacco,Premium,T3,1,1,1,84,84,0
Swaziland,Retail,Cigarettes,Premium,T2,1,4,1,51,51,0
Sweden,E-Commerce,Heated Tobacco,Value,T3,2,4,1,173,86.5,86.5
Switzerland,E-Commerce,Cigarettes,Premium,T3,1,4,1,22.5,22.5,0
Switzerland,E-Commerce,Heated Tobacco,Core,T3,1,2,1,312,312,0
Switzerland,E-Commerce,Oral Nicotine,Value,T3,1,2,1,144.5,144.5,0
Switzerland,Key Accounts,Heated Tobacco,Premium,T1,1,10,1,191.3,191.3,0
Switzerland,Key Accounts,Oral Nicotine,Value,T1,1,3,1,197,197,0
Switzerland,Retail,Oral Nicotine,Value,T2,1,2,1,162,162,0
Syria,E-Commerce,Cigarettes,Value,T3,1,1,1,17,17,0
Syria,E-Commerce,Heated Tobacco,Value,T3,1,1,1,378,378,0
Syria,E-Commerce,Oral Nicotine,Premium,T3,1,1,1,49,49,0
Syria,Key Accounts,Cigarettes,Core,T1,1,1,1,49,49,0
Syria,Key Accounts,Cigarettes,Premium,T1,1,1,1,13,13,0
Syria,Key Accounts,Heated Tobacco,Core,T1,1,1,1,378,378,0
Syria,Key Accounts,Heated Tobacco,Value,T1,1,2,1,168.5,168.5,0
Syria,Key Accounts,Oral Nicotine,Premium,T1,1,1,1,170,170,0
Taiwan,Key Accounts,Cigarettes,Core,T1,1,3,1,15,15,0
Taiwan,Key Accounts,Cigarettes,Premium,T1,1,4,1,29.75,29.75,0
Taiwan,Key Accounts,Heated Tobacco,Value,T1,1,3,1,49.3333,49.3333,0
